b_Intercept,b_polypc1M0.521,b_polypc1M0.522,sd_doctor__Intercept,sd_picture__Intercept
-1.4556124976952394,-2.9421060413242435,-48.09742003590811,0.5254714883736598,0.3645884134927208
-1.6355234917751862,-5.320256090839908,-47.06976523909189,0.5539846843484271,0.20896936001743552
-1.4898256162759107,-2.8032061999938467,-47.537721623522074,0.5617486749154076,0.21501291004131812
-1.5314916177664764,-8.43759180691854,-53.184067477898324,0.5878904448039866,0.20576576708909197
-1.5041608762301473,-0.4536548677899477,-48.79279332771232,0.42058026431905504,0.1794176758538393
-1.5460756253422268,-3.1347728968691673,-51.156085091882105,0.42385793673972,0.14694222766957876
-1.4456590305915826,-0.4268791079148767,-49.59822885097534,0.5150514410109799,0.09427078376042984
-1.543539416087671,6.051117476741003,-51.32122708761411,0.46250178821293925,0.2212062984738755
-1.5444924284506072,-3.5953443246424515,-49.90346316252957,0.41663810801978096,0.07247839900185384
-1.4552214004350714,0.3680176372738257,-47.74614938847001,0.4087733544499506,0.1848673810567639
-1.5247536705206932,-0.7199498250059837,-48.51797282872279,0.5813756556868974,0.160645880427212
-1.4975025323104685,-2.4131839204398418,-51.59009944409036,0.4750844889317852,0.2798929273336027
-1.5825914842413362,3.012941261735537,-52.44017396311141,0.4981943413826753,0.15970230124408916
-1.4205154840525753,3.1709792023386143,-53.88118879217175,0.509811205433709,0.204299388768484
-1.698191218319386,-0.004282797541026118,-51.89524681467381,0.45136516130866083,0.237230809385323
-1.3920644796890649,4.901317403490123,-50.36853084236649,0.4398425920842118,0.1723909259530198
-1.5491386281324988,1.374958949526767,-50.31207299075229,0.5061284239716725,0.2707863634150271
-1.4595898853245566,-2.7594594447399827,-48.33851005105769,0.49705161024327793,0.14172558269002952
-1.5644210289712996,-5.450778780978485,-51.42595993692527,0.5340001137723209,0.0320370533297147
-1.5392832556700882,0.4141182210163816,-50.63164223413378,0.3961547296001392,0.2469809116395915
-1.496509898986106,-5.810407987628265,-46.24731002845505,0.5756871563370215,0.11782821851563267
-1.441403663896921,7.589660948352421,-47.704441801188025,0.39854160909763864,0.19218131010881317
-1.4235747706579946,0.5569383876359799,-49.04767003895274,0.40564520316076924,0.14970425173463334
-1.4944332849099666,-0.9580205573818622,-53.6717885235126,0.42630412964220354,0.1960482684452051
-1.533431098567383,2.071906379672593,-53.575578113867046,0.4986077095344664,0.15506476212007778
-1.6413961230080996,-5.147182121409317,-50.24358261743594,0.49693863330480964,0.15886450552831644
-1.4800849331908046,-1.3310920387121605,-53.69682761672493,0.46198001560210034,0.2039798541638865
-1.4453242619762443,-2.8885338881325264,-51.50676473448603,0.3758903823879562,0.1090334823877225
-1.5954752802134533,-8.001333839882621,-48.83754464917856,0.4912705960577798,0.1794060595604984
-1.514537564826332,-4.039003899732299,-47.334258959242426,0.4672619313787338,0.1962449919524719
-1.5060782855558192,2.287241354348888,-49.098747478043485,0.420886985646121,0.0796581819653967
-1.4946014457133843,-2.230417436772936,-49.4649979192482,0.5328213591434106,0.08881474412786983
-1.4103281266434744,-3.635180079604876,-50.163004631967894,0.3664593491814478,0.23637789524977998
